Field,date,l1_category,l1_category_id,l2_category,l2_category_id,store_id,variant_id,variant_name,group_id,selling_price,mrp,in_stock,inventory,is_sponsored,image_url,brand_id,brand
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,318748,Chheda's Golden Mixture Namkeen,1911130,55,55,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/6d016567-84bb-49b7-b46c-53fbca18e3a1.png,,Chheda's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,19266,Haldiram's Bhujia,1910541,120,120,True,9,False,https://cdn.grofers.com/da/cms-assets/cms/product/405265f1-3c53-4c52-b39d-bdc26a83e6f6.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,11142,Haldiram's Fatafat Bhelpuri,1914092,40,40,True,50,False,https://cdn.grofers.com/da/cms-assets/cms/product/87af206e-52d3-4f1d-a66c-40fb64803f7f.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,19274,Haldiram's Bhelpuri / Bhelpuri,1914143,55,55,True,30,False,https://cdn.grofers.com/da/cms-assets/cms/product/acb8bea9-c0b4-4064-a823-502cd11a0785.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,495431,Let's Try Lite Multigrain Mixture Namkeen,1914594,108,120,True,7,False,https://cdn.grofers.com/da/cms-assets/cms/product/5f7cfecb-5add-4369-97d5-f155f434b882.png,,Let's Try
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,446887,Bikano All Time Mixture Namkeen,464926,69,70,True,19,False,https://cdn.grofers.com/da/cms-assets/cms/product/e7c73d97-38f8-4c17-984b-55f6f146e275.png,,Bikano
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,446889,Bikano Bikaneri Bhujia,536038,60,60,True,16,False,https://cdn.grofers.com/da/cms-assets/cms/product/c5e8b992-2425-414d-bce6-2b54dc3511b6.png,,Bikano
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,17707,Haldiram's Panchratan Mixture Namkeen,1913241,100,100,True,15,False,https://cdn.grofers.com/da/cms-assets/cms/product/409b6928-ca64-4b94-8c87-4f7892eaab99.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,559750,Protein Chef Madras Mixture Namkeen High Protein Healthy Snacks,1237744,98,99,True,3,False,https://cdn.grofers.com/da/cms-assets/cms/product/b3803d11-3482-4ac1-98a6-c51463b9cd28.png,,Protein Chef
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,19295,Haldiram's Moong Dal Namkeen,1911617,120,120,True,12,False,https://cdn.grofers.com/da/cms-assets/cms/product/544405b7-1b52-4ff5-836b-1b7a943c0378.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,11187,Haldiram's Kaju Mixture Namkeen,1913638,95,95,True,10,False,https://cdn.grofers.com/da/cms-assets/cms/product/7076c538-3022-490c-8007-db797f809114.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,55092,Haldiram's Chilli Chatak Lachha Namkeen Snacks,1915495,60,60,True,12,False,https://cdn.grofers.com/da/cms-assets/cms/product/0a31471b-7ce1-4e76-92bd-018c959d2890.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,19263,Haldiram's Shahi Dal Biji Mixture Namkeen,1913912,60,60,True,5,False,https://cdn.grofers.com/da/cms-assets/cms/product/6971cf21-b0c3-4b3f-a133-f1d172a00786.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,41389,Haldiram's Long Sev Bhujia,1914326,55,55,True,4,False,https://cdn.grofers.com/da/cms-assets/cms/product/943ac54b-7606-448a-abc1-8f5c89682785.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,19292,Haldiram's Khatta Meetha Mixture Namkeen,1912365,100,100,True,9,False,https://cdn.grofers.com/da/cms-assets/cms/product/613ba77d-045b-4e3e-9d03-e76b17546c01.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,524535,Let's Try Namkeen Combo,744169,81,90,True,4,False,https://cdn.grofers.com/da/cms-assets/cms/product/46ee6575-38de-49b6-98d4-53d9a158a564.png,,Let's Try
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,62119,Bikaji Bhujia,1912957,115,122,True,5,False,https://cdn.grofers.com/da/cms-assets/cms/product/2b5d0954-c585-4c1c-869b-be28a9054376.png,,Bikaji
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,512767,Let's Try Special Makhana Falhari Mixture,792527,80,100,True,10,False,https://cdn.grofers.com/da/cms-assets/cms/product/b0bbd27d-f3f9-4ada-8c14-f56680572c54.png,,Let's Try
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,481983,Bikano Aloo Bhujia - Pack of 2,536037,119,120,True,7,False,https://cdn.grofers.com/da/cms-assets/cms/product/163f8326-4668-4f91-9963-92c1d0e9eeed.png,,Bikano
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,524899,Bikaji Mobile Chowpati Bhelpuri,828883,34,49,True,13,False,https://cdn.grofers.com/da/cms-assets/cms/product/8b982042-e389-466a-b5b0-99cf0ceb074f.png,,Bikaji
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,164707,Chheda's Farali Potato Falhari Mixture,1913754,73,90,True,3,False,https://cdn.grofers.com/da/cms-assets/cms/product/40be7ef5-707a-41cd-84f1-b21ce850182a.png,,Chheda's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,372138,Chheda's Farsan Mixture Namkeen,1913357,55,55,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/3f3a79d5-b7d4-4ef4-b0fa-68ef69149144.png,,Chheda's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,532401,Let's Try Kerala Garlic Mixture Namkeen,761138,108,120,True,9,False,https://cdn.grofers.com/da/cms-assets/cms/product/3744e85f-5308-454c-aad6-6bebf31e6462.png,,Let's Try
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,542053,Haldiram's Bhujia (1.5 kg),885471,371,435,True,6,False,https://cdn.grofers.com/da/cms-assets/cms/product/046dcf8c-106a-4995-bae0-a4c7e19e9b41.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,25471,Garden Sabudana Chivda Namkeen,1912721,53,55,True,5,False,https://cdn.grofers.com/da/cms-assets/cms/product/aac0d264-7fb4-4900-a828-36d0e268b585.png,,Garden
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,490549,Crax Bhujia Namkeen Snacks,2148116,54,54,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/8e1b95c5-6e8f-43c3-bff6-ab27e4ccf932.png,,Crax
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,62118,Bikaji Bikaneri Bhujia,1912312,315,350,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/6b2407aa-89a4-4f53-a626-3b5c24b485e9.png,,Bikaji
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,25468,Garden Nylon Sev Bhujia,1911255,53,55,True,3,False,https://cdn.grofers.com/da/cms-assets/cms/product/794401e8-39d2-4bef-8d8a-e8fc849846ff.png,,Garden
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,495328,Let's Try Sev Bhujia,643776,108,120,True,3,False,https://cdn.grofers.com/da/cms-assets/cms/product/10f614a8-02c9-4032-98d6-ab1abb317bd2.png,,Let's Try
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,446963,Bikano Khatta Meetha Mixture Namkeen,828853,60,60,True,4,False,https://cdn.grofers.com/da/cms-assets/cms/product/b5b092f9-2a9b-4685-ac8f-80ce45e7a17d.png,,Bikano
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,91088,Bikaji Falhari Mixture,1912668,60,80,True,21,False,https://cdn.grofers.com/da/cms-assets/cms/product/bdb6fb5c-e3d6-4733-9457-b05ffa77a133.png,,Bikaji
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,17148,Haldiram's Aloo Bhujia,1910352,110,110,True,15,False,https://cdn.grofers.com/da/cms-assets/cms/product/703b3b6f-733c-40eb-9892-8c4e55e1d2ab.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,547731,Sweet Karam Coffee Madras Mixture Namkeen - No Palm Oil,911135,92,99,True,4,False,https://cdn.grofers.com/da/cms-assets/cms/product/e15d182c-4ea5-47f9-aecd-772d0a73d1fe.png,,Sweet Karam Coffee
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,443281,Udupi Munch Garlic Mixture Namkeen,1912898,44,60,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/bb9d95a1-762a-46cc-880c-7a5f8de19dfb.png,,Udupi Munch
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,11188,Haldiram's Kashmiri Mixture Namkeen,1913905,90,90,True,4,False,https://cdn.grofers.com/da/cms-assets/cms/product/cfee1623-a092-42b2-9ca1-01dd50f47d63.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,630172,Crax Punjabi Tadka Namkeen Snacks,2099475,44,55,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/1b2da3b3-8a37-4e61-8023-a9f7a395e089.png,,Crax
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,630202,Haldiram's Aloo Mixture Namkeen,2049182,40,40,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/17f546d6-25ca-473b-bf3f-4019f7f128bc.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,481579,Gulab Falhari Mixture,792522,110,116,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/ac5846b1-c2ad-4fe3-a724-9b9bb71d5298.png,,Gulab
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,536125,Haldiram's Chatpata Mixture Namkeen,2192237,143,299,True,3,False,https://cdn.grofers.com/da/cms-assets/cms/product/8a42a137-444a-4cc8-b870-46c4fd977000.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,443280,Chheda's Instant Bhelpuri,1914009,60,60,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/52a8d2fa-dbd2-43f4-b9c5-662637f7ea5d.png,,Chheda's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,490551,Crax Moong Dal Namkeen Snacks,2099385,55,55,True,4,False,https://cdn.grofers.com/da/cms-assets/cms/product/e2f8790a-24db-4906-af6a-39a6f72d622c.png,,Crax
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,495325,Let's Try Khatta Meetha Namkeen,643773,104,120,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/0a2f9ef1-2e16-4cb3-94f6-168d03a2a963.png,,Let's Try
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,24107,Bikano Navratan Mix Namkeen,1911137,60,60,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/7b0a8b22-3c14-4570-81d0-584539c81b23.png,,Bikano
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,495327,Let's Try Biji Mixture Namkeen,856404,92,120,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/10d14fff-3977-4133-ba08-0121a499a60a.png,,Let's Try
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,429379,Bingo Tedhe Medhe Cocktail Mixture Namkeen,635956,45,56,True,3,False,https://cdn.grofers.com/da/cms-assets/cms/product/bb55a1f5-506b-4e03-a9d9-ded345603530.png,,Bingo Tedhe Medhe
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,552666,Haldiram's Navratan Namkeen,222091,286,369,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/2f56bb0e-2aef-442d-97aa-3b12e72a112e.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,439926,Garden Lemon Bhelpuri,828846,53,55,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/cdf8dc8b-8410-4116-b36d-7f9e7f05f47d.png,,Garden
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,446965,Bikano Natkhat Nimbu Namkeen,464927,60,60,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/4d21e8c2-c2fc-4abe-a1e3-4b2401d98501.png,,Bikano
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,481199,Parle Chatkeen Hot N Spicy Mixture Namkeen,828863,150,275,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/8262f8a1-9ffa-48fd-8054-c4b1515cbd59.png,,Parle
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,23768,Bikano Khatta Meetha Mixture Namkeen,1912632,116,120,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/e61d29af-6c1d-4acc-8c9a-aa2a1b8e3e26.png,,Bikano
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,34339,Bikano Navratan Mixture Namkeen,1912455,295,299,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/06c8b802-f475-4d7f-8db2-8e9df156b894.png,,Bikano
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,481198,Parle Chatkeen Sev Bhujia,856400,150,275,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/1ad1357f-a1c2-4073-9326-fe8aff2f496d.png,,Parle
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,429380,Bingo Tedhe Medhe Dal Namkeen,828845,45,56,True,3,False,https://cdn.grofers.com/da/cms-assets/cms/product/f17a4cfd-87a7-4e38-8fde-d6a7c5891cce.png,,Bingo Tedhe Medhe
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,34333,Bikano Bikaneri Bhujia,1915645,118,120,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/943cda23-4e1b-479e-ada2-963a66104010.png,,Bikano
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,481196,Parle Chatkeen Aloo Bhujia,541453,110,200,True,3,False,https://cdn.grofers.com/da/cms-assets/cms/product/6a74badc-c862-490c-8ca1-5ec5174a7e76.png,,Parle
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,490550,Crax Aloo Bhujia Namkeen Snacks,2148114,50,50,True,9,False,https://cdn.grofers.com/da/cms-assets/cms/product/3d66d0b2-016b-4806-852e-46613d94f02a.png,,Crax
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,625035,Om Sweets Aloo Bhujia,1903091,100,100,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/8d0cd233-72b7-40bf-a282-e68a2f6a7834.png,,Om Sweets
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,495329,Let's Try Garlic Bhujia,643777,82,120,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/86d00dd8-45c4-4d70-ad90-f286dd6a6fef.png,,Let's Try
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,513006,Let's Try Onion Bhujia,700099,82,120,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/2f86a8a0-f449-4214-976b-fef80ade62e3.png,,Let's Try
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,625032,Om Sweets Bhujia Namkeen,1903005,110,110,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/10e842de-5ef0-41f4-9be8-86324f18006b.png,,Om Sweets
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,512766,Let's Try Falhari Mixture,1882986,77,100,True,11,False,https://cdn.grofers.com/da/cms-assets/cms/product/32de4c34-96bb-4a12-8e7a-ab420356f7ed.png,,Let's Try
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,533325,Let's Try Sabudana Falhari Mixture,792528,77,100,True,24,False,https://cdn.grofers.com/da/cms-assets/cms/product/82729852-b540-42fe-aef4-633e97267de8.png,,Let's Try
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,659690,Bikano Spicy Gathiya,2059596,60,60,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/52dea9cc-adba-41ab-96cf-693cce573013.png,,Bikano
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,591792,Om Sweets Khatta Meetha,1252567,100,100,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/4248863e-2d98-4040-80a6-7828f3a8e70e.png,,Om Sweets
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,682337,Sweet Karam Coffee Crunchy Party Mixture (Navadhanya),2160598,122,129,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/153296f8-2240-4706-a7f2-4e835051b6d7.png,,Sweet Karam Coffee
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,34338,Bikano Shahi Mixture Namkeen,1912039,260,320,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/f2d1daa4-0abd-448b-a3e3-097b7cc05b58.png,,Bikano
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,659667,Bikano Diet Mixture Namkeen,2059557,225,225,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/543a0944-dcfe-47d3-aa10-e45b5f14aa92.png,,Bikano
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,19264,Haldiram's All In One Mixture Namkeen,1915813,115,115,True,6,False,https://cdn.grofers.com/da/cms-assets/cms/product/ca9b75cf-9f56-41a7-9a70-3be22dedebc7.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,17702,Haldiram's Corn Flakes Mixture Namkeen,1914106,80,80,True,7,False,https://cdn.grofers.com/da/cms-assets/cms/product/e8ecf6ee-55b4-493e-9f00-4bd538a42bb2.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,19297,Haldiram's Navratan Mixture Namkeen,1911693,100,100,True,25,False,https://cdn.grofers.com/da/cms-assets/cms/product/93435a5a-a565-4629-bfc9-9d517e7af6b9.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,104886,Haldiram's Shahi Mixture Namkeen,1910559,125,125,True,4,False,https://cdn.grofers.com/da/cms-assets/cms/product/12f64e8a-724b-4b6e-b1df-c55c1448a674.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,659682,Bikano Crunchy Munchy Sweet Chilli Namkeen,2059582,28,50,True,4,False,https://cdn.grofers.com/da/cms-assets/cms/product/2fed1a5c-ceb5-4874-9cf4-3e3e90085ea5.png,,Bikano
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,17706,Haldiram's Nimbu Masala Namkeen,1914656,55,55,True,13,False,https://cdn.grofers.com/da/cms-assets/cms/product/0f92c06d-821e-4d4e-a50c-f205549b5a81.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,380393,Haldiram's Namkeen Combo,1913742,105,105,True,3,False,https://cdn.grofers.com/da/cms-assets/cms/product/88db1764-5534-473a-8147-607605f232d0.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,608,Haldiram's Punjabi Tadka Namkeen Snacks,1914625,55,55,True,37,False,https://cdn.grofers.com/da/cms-assets/cms/product/6311692b-204d-4786-ab8c-3af729b039ac.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,625036,Om Sweets Navratan 400 g,1899850,110,110,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/f13a614d-b556-473b-a82d-414a58d7f678.png,,Om Sweets
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,341427,Chheda's Mora Sev Bhujia,1913782,55,55,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/41d54f33-7831-4d33-951b-75f9bf2576a7.png,,Chheda's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,19251,Haldiram's Lite Mixture Namkeen,1910475,40,40,True,50,False,https://cdn.grofers.com/da/cms-assets/cms/product/6c5a8237-fec8-464d-a6ad-a7abe0ea6c12.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,587291,Lo! Foods Gluten Free Millet Ragi Chips Healthy Snacks,1685499,98,99,True,3,False,https://cdn.grofers.com/da/cms-assets/cms/product/4a2d5e14-4425-4d2d-8958-6d51c6fd73d9.png,,Lo! Foods
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,479484,Lo! Foods Keto Murukku Chakli - Healthy Snacks Diet Namkeen,1237742,150,159,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/8b1170ae-ea35-4329-9d35-d9cb3e3245c4.png,,Lo! Foods
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,559860,Protein Chef Baked Bikaneri Bhujia Sev (Guilt Free Healthy Snacks Namkeen),1965277,98,99,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/7124db79-286a-476a-93ef-11e69508564b.png,,Protein Chef
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,630396,Farmley Satva Falahari Dry Fruit Mix Healthy Snack & Fit For Fasting,1959451,174,199,True,2,False,https://cdn.grofers.com/da/cms-assets/cms/product/5b614138-e158-4532-b085-31e347725dbe.png,,Farmley
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,482719,Open Secret Baked (Not Fried) Bhujia Namkeen - Healthy Snacks,1321092,181,199,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/c4125e1d-7b8b-44b4-a5d6-fcf32c9c8d46.png,,Open Secret
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,438972,Garden Diet Chivda Namkeen,454622,53,55,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/c7e89743-1c86-4978-8d6f-a4b563dcdbaf.png,,Garden
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,546568,Crax Mast Mattar Namkeen +  Aloo Bhujia Namkeen Combo,1869944,100,105,True,9,False,https://cdn.grofers.com/da/cms-assets/cms/product/f0b9bf0d-1114-43ca-9d7d-102e01d8e028.png,,
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,548522,"Crax Double Mazza Namkeen, Peanut Mix +  Mast Mattar Namkeen +  Aloo Bhujia Namkeen Combo",1848549,141,160,True,5,False,https://cdn.grofers.com/da/cms-assets/cms/product/043c9173-57f0-491f-8b76-4822b3416802.png,,
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,3586,24 Mantra Organic Bengal Roasted Gram Dal / Channa Dal,1913768,127,130,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/58b3bb48-cfea-4f6c-85b4-9e3de35adcee.png,,24 Mantra Organic
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,94432,Haldiram's Lite Murmura Namkeen,1911785,40,40,True,11,False,https://cdn.grofers.com/da/cms-assets/cms/product/08d191af-f7a5-4b90-b5ce-f2e0a462cc18.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,372141,Chheda's Nylon Sev Bhujia,1915635,55,55,True,0,False,https://cdn.grofers.com/da/cms-assets/cms/product/3c6982c6-97a3-460a-bc50-23188fa1f615.png,,Chheda's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,341428,Chheda's Ratlami Sev Bhujia,1915698,55,55,True,0,False,https://cdn.grofers.com/da/cms-assets/cms/product/3b1940eb-1672-40fd-a97b-1625ba1de34f.png,,Chheda's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,17212,Tong Garden Salted Party Snack Mixture Namkeen,1913878,138,150,True,0,False,https://cdn.grofers.com/da/cms-assets/cms/product/8d854e83-aedd-4f4e-8763-6e9e30541196.png,,Tong Garden
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,62122,Bikaji All in One Kuch Kuch Mixture Namkeen,1911825,115,122,True,0,False,https://cdn.grofers.com/da/cms-assets/cms/product/0533491c-42fd-4707-83d5-1a2c26d7e766.png,,Bikaji
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,62131,Bikaji Tana Tan Aloo Bhujia,1911869,115,122,True,0,False,https://cdn.grofers.com/da/cms-assets/cms/product/ca7a6720-2193-402f-b3ad-e62e8371b6a1.png,,Bikaji
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,115147,Tong Garden Freshly Roasted Party Mixture Namkeen,1911111,308,350,True,0,False,https://cdn.grofers.com/da/cms-assets/cms/product/3b6dddc8-5cec-4bf9-967b-aa9ce7ada7df.png,,Tong Garden
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,682333,Sweet Karam Coffee Kerala Garlic Mixture Namkeen,2168851,93,99,True,0,False,https://cdn.grofers.com/da/cms-assets/cms/product/f77ddb7a-9f20-487c-91f0-5f7ba8a206d5.png,,Sweet Karam Coffee
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,94178,Bikaji Moong Dal Namkeen,1913793,115,122,True,0,False,https://cdn.grofers.com/da/cms-assets/cms/product/9f960a5d-9ad3-4dc0-abfd-e3bccf2fc70e.png,,Bikaji
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,614921,Bikano Lajawab Mixture Namkeen,1556822,269,320,True,0,False,https://cdn.grofers.com/da/cms-assets/cms/product/646943fb-40b4-423f-a457-669645a5fab2.png,,Bikano
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,372147,Chheda's Bhels Puri Namkeen,1912852,60,60,True,0,False,https://cdn.grofers.com/da/cms-assets/cms/product/0ec95e8b-6a98-4e16-933b-a087bac2edb8.png,,Chheda's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,481197,Parle Chatkeen Khatta Meetha Mixture Namkeen,828862,139,200,True,0,False,https://cdn.grofers.com/da/cms-assets/cms/product/3eb39fd9-0b21-4c98-8a8e-b22c90549593.png,,Parle
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,19276,Haldiram's Gujarati Mixture Namkeen,1914295,55,55,True,0,False,https://cdn.grofers.com/da/cms-assets/cms/product/6218746e-f3f7-484c-aac6-f4da5eae73b7.png,,Haldiram's
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,475387,To Be Honest Tangy Chickpea With Chilli & Lime Namkeen Snacks - Pack of 2,856394,238,270,True,0,False,https://cdn.grofers.com/da/cms-assets/cms/product/2dfcf9d2-ec9b-40b7-9ddb-05a25e79eca5.png,,To Be Honest
,2025-08-04,Munchies,1237,Bhujia & Mixtures,1178,37740,111585,Bikaji Ratlami Chatpata Sev Bhujia,1913634,104,110,True,0,False,https://cdn.grofers.com/da/cms-assets/cms/product/287d9925-076e-4387-9c79-95abcfadd651.png,,Bikaji
,2025-08-04,Munchies,1237,Munchies Gift Packs,1694,37740,495576,4700BC Nutty Tuxedo Chocolate Popcorn Gift Pack,1175680,428,549,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/b849c910-84e4-46ca-a51c-bb0e3e3232f3.png,,4700BC
,2025-08-04,Munchies,1237,Munchies Gift Packs,1694,37740,570852,GO DESI Fun Rakhi Gift Pack,2196211,512,699,True,1,False,https://cdn.grofers.com/da/cms-assets/cms/product/d3912819-f44f-4ec8-8b01-f264fa1fb3e1.png,,GO DESI
